"Title","Media URL","Pinterest board","Thumbnail","Description","Link","Publish date","Keywords"
"agentic-inbox: AI-помощник для почты на своём контуре","https://chimitdorzhi.tech/blog/agentic-inbox-ai-pochta-2026/pin.png","CHIMITDORZHI STUDIO","","agentic-inbox разгружает почту: AI читает входящие и готовит черновики ответов, а отправляете вы сами. Ниша узкая (Cloudflare Workers), но рутину снимает. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/agentic-inbox-ai-pochta-2026/","","agentic-inbox, AI-почта, автоматизация, open-source"
"Akaunting: учёт финансов и счета для малого бизнеса на своём сервере","https://chimitdorzhi.tech/blog/akaunting-uchet-scheta-2026/pin.png","CHIMITDORZHI STUDIO","","Akaunting помогает новичку и малому бизнесу держать финансы под контролем: доходы, расходы, счета, отчёты — на своём сервере и без подписки. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/akaunting-uchet-scheta-2026/","","Akaunting, учёт финансов, счета, open-source"
"Apache Guacamole: удалённый доступ к ПК и серверам через браузер","https://chimitdorzhi.tech/blog/apache-guacamole-udalennyy-dostup-2026/pin.png","CHIMITDORZHI STUDIO","","Apache Guacamole даёт удалённый доступ к рабочим местам и серверам прямо из браузера — без установки программ, через ваш сервер. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/apache-guacamole-udalennyy-dostup-2026/","","Apache Guacamole, удалённый доступ, RDP, open-source"
"Apache Superset: BI и дашборды на своём сервере вместо Tableau","https://chimitdorzhi.tech/blog/apache-superset-bi-dashbordy-2026/pin.png","CHIMITDORZHI STUDIO","","Apache Superset строит интерактивные дашборды и аналитику поверх ваших баз — мощно, как Tableau, но без лицензий и на своём сервере. Сложнее Metabase, но гибче. Разбираю внедрение.","https://chimitdorzhi.tech/blog/apache-superset-bi-dashbordy-2026/","","Apache Superset, BI, дашборды, open-source"
"Appsmith: админ-панели и внутренние инструменты на своём сервере","https://chimitdorzhi.tech/blog/appsmith-admin-paneli-2026/pin.png","CHIMITDORZHI STUDIO","","Appsmith даёт собрать админ-панель или внутренний инструмент поверх ваших баз и API без полноценной разработки фронтенда — удобный интерфейс к данным для команды, на своём сервере. Разбираю запуск.","https://chimitdorzhi.tech/blog/appsmith-admin-paneli-2026/","","Appsmith, админ-панели, low-code, open-source"
"Badgr и Open Badges: цифровые бейджи и сертификаты на своём сервере","https://chimitdorzhi.tech/blog/badgr-cifrovye-beydzhi-2026/pin.png","CHIMITDORZHI STUDIO","","Badgr выдаёт подтверждённые цифровые бейджи и сертификаты за достижения по стандарту Open Badges — для онлайн-школ, HR и программ лояльности, на вашем сервере. Разбираю, кому нужно и что требуется.","https://chimitdorzhi.tech/blog/badgr-cifrovye-beydzhi-2026/","","Badgr, Open Badges, сертификаты, геймификация"
"Bagisto: интернет-магазин на открытом коде под ключ","https://chimitdorzhi.tech/blog/bagisto-internet-magazin-2026/pin.png","CHIMITDORZHI STUDIO","","Bagisto — это полноценный интернет-магазин на своём сервере без ежемесячной платы платформам. Разбираю, что умеет, кому подходит и что нужно для запуска (включая приём оплаты в РФ).","https://chimitdorzhi.tech/blog/bagisto-internet-magazin-2026/","","Bagisto, интернет-магазин, Shopify, open-source"
"Baserow: база данных без кода на своём сервере","https://chimitdorzhi.tech/blog/baserow-baza-dannyh-bez-koda-2026/pin.png","CHIMITDORZHI STUDIO","","Baserow — это гибкие умные таблицы и базы без кода на вашем сервере: CRM, трекеры задач, базы клиентов без платы за каждого пользователя. Разбираю, что умеет и что нужно для запуска.","https://chimitdorzhi.tech/blog/baserow-baza-dannyh-bez-koda-2026/","","Baserow, база данных, Airtable, open-source"
"BigBlueButton: вебинары и онлайн-обучение на своём сервере","https://chimitdorzhi.tech/blog/bigbluebutton-vebinary-2026/pin.png","CHIMITDORZHI STUDIO","","BigBlueButton — это платформа для вебинаров и обучения с доской, опросами и записью, заточенная под учёбу (в отличие от Zoom). Свои эфиры без лимитов, на своём сервере. Разбираю запуск.","https://chimitdorzhi.tech/blog/bigbluebutton-vebinary-2026/","","BigBlueButton, вебинары, обучение, open-source"
"Bitwarden и Vaultwarden: менеджер паролей для команды на своём сервере","https://chimitdorzhi.tech/blog/bitwarden-menedzher-paroley-2026/pin.png","CHIMITDORZHI STUDIO","","Bitwarden с self-hosted сервером Vaultwarden держит пароли компании под контролем на вашем сервере: общие хранилища, расширения, шифрование. Разбираю, кому нужно и что требуется для запуска.","https://chimitdorzhi.tech/blog/bitwarden-menedzher-paroley-2026/","","Bitwarden, Vaultwarden, пароли, безопасность"
"BookStack: база знаний и документация компании на своём сервере","https://chimitdorzhi.tech/blog/bookstack-baza-znaniy-2026/pin.png","CHIMITDORZHI STUDIO","","BookStack складывает регламенты, инструкции и знания компании в понятную структуру «книги-главы-страницы» на вашем сервере. Разбираю, что умеет, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/bookstack-baza-znaniy-2026/","","BookStack, база знаний, документация, open-source"
"Botpress: платформа AI-чат-ботов на своём сервере под ключ","https://chimitdorzhi.tech/blog/botpress-ai-chat-boty-2026/pin.png","CHIMITDORZHI STUDIO","","Botpress — конструктор AI-чат-ботов, который можно держать на своём сервере и со своими моделями. Разбираю возможности, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/botpress-ai-chat-boty-2026/","","Botpress, AI-бот, чат-боты, open-source"
"Budibase: low-code конструктор внутренних приложений на своём сервере","https://chimitdorzhi.tech/blog/budibase-vnutrennie-prilozheniya-2026/pin.png","CHIMITDORZHI STUDIO","","Budibase позволяет быстро собрать внутренний инструмент — учёт заявок, базу клиентов, панель для сотрудников — без дорогой разработки и зоопарка Excel-файлов, на своём сервере. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/budibase-vnutrennie-prilozheniya-2026/","","Budibase, low-code, внутренние приложения, open-source"
"CatVTON: виртуальная примерка одежды на своём сервере","https://chimitdorzhi.tech/blog/catvton-virtualnaya-primerka-2026/pin.png","CHIMITDORZHI STUDIO","","CatVTON показывает покупателю, как вещь будет сидеть, по одному фото — виртуальная примерочная на сайте или в боте магазина. Разбираю, кому подходит, что умеет и что нужно для запуска.","https://chimitdorzhi.tech/blog/catvton-virtualnaya-primerka-2026/","","CatVTON, виртуальная примерка, AI, open-source"
"Chandra: AI-OCR для извлечения данных из документов на своём сервере","https://chimitdorzhi.tech/blog/chandra-ai-ocr-dokumenty-2026/pin.png","CHIMITDORZHI STUDIO","","Chandra извлекает из сканов и PDF структурированные данные — таблицы, формы, рукописный текст — для автоматической обработки. Дополняет архив Paperless-ngx. Разбираю применение и запуск.","https://chimitdorzhi.tech/blog/chandra-ai-ocr-dokumenty-2026/","","Chandra, AI-OCR, документооборот, open-source"
"ClassQuiz: квизы-игры в реальном времени на своём сервере (аналог Kahoot)","https://chimitdorzhi.tech/blog/classquiz-kviz-igry-2026/pin.png","CHIMITDORZHI STUDIO","","ClassQuiz — это интерактивные квизы-игры как Kahoot: зал отвечает с телефонов, на экране — рейтинг и азарт. Для мероприятий, обучения и вовлечения команды, на вашем сервере. Разбираю запуск.","https://chimitdorzhi.tech/blog/classquiz-kviz-igry-2026/","","ClassQuiz, квизы, Kahoot, геймификация"
"ComfyUI: профессиональная генерация изображений на своём сервере","https://chimitdorzhi.tech/blog/comfyui-generaciya-izobrazheniy-2026/pin.png","CHIMITDORZHI STUDIO","","ComfyUI даёт профессиональный контроль над генерацией изображений: нодовые пайплайны, пакетная обработка, расширения — для студий и маркетинга, на своём сервере. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/comfyui-generaciya-izobrazheniy-2026/","","ComfyUI, генерация изображений, Stable Diffusion, open-source"
"Coolify: своя платформа деплоя приложений на сервере","https://chimitdorzhi.tech/blog/coolify-svoya-platforma-deploya-2026/pin.png","CHIMITDORZHI STUDIO","","Coolify превращает ваш сервер в платформу деплоя как Vercel/Heroku: запускаете сайты, приложения и сервисы в пару кликов, без растущих облачных счетов. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/coolify-svoya-platforma-deploya-2026/","","Coolify, деплой, PaaS, open-source"
"CryptPad: приватный онлайн-офис с шифрованием на своём сервере","https://chimitdorzhi.tech/blog/cryptpad-privatnyy-ofis-2026/pin.png","CHIMITDORZHI STUDIO","","CryptPad — это совместная работа над документами без передачи данных третьим: всё зашифровано и лежит на вашем сервере. Разбираю, кому это важно и что нужно для запуска.","https://chimitdorzhi.tech/blog/cryptpad-privatnyy-ofis-2026/","","CryptPad, онлайн-офис, 152-ФЗ, open-source"
"Dify: платформа для AI-приложений и ассистентов на своём сервере","https://chimitdorzhi.tech/blog/dify-ai-prilozheniya-2026/pin.png","CHIMITDORZHI STUDIO","","Dify — это конструктор AI-приложений и ассистентов с базой знаний (RAG) на вашем сервере и ваших моделях. Разбираю, что умеет, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/dify-ai-prilozheniya-2026/","","Dify, AI-приложения, RAG, open-source"
"Discourse: своё сообщество и форум на своём сервере","https://chimitdorzhi.tech/blog/discourse-soobschestvo-forum-2026/pin.png","CHIMITDORZHI STUDIO","","Discourse превращает подписчиков соцсетей в собственное сообщество, которым владеете вы, а не алгоритмы: обсуждения, репутация, база знаний и UGC на вашем сервере. Разбираю возможности и запуск.","https://chimitdorzhi.tech/blog/discourse-soobschestvo-forum-2026/","","Discourse, сообщество, форум, open-source"
"docker-mailserver: корпоративная почта на своём сервере","https://chimitdorzhi.tech/blog/docker-mailserver-pochtovyy-server-2026/pin.png","CHIMITDORZHI STUDIO","","docker-mailserver поднимает полноценную корпоративную почту на вашем сервере: ящики на своём домене, спам-фильтры, шифрование — без подписок и с данными у себя. Разбираю, что нужно для запуска и доставляемости.","https://chimitdorzhi.tech/blog/docker-mailserver-pochtovyy-server-2026/","","docker-mailserver, почтовый сервер, импортозамещение, open-source"
"Documenso: электронная подпись документов (аналог DocuSign) на своём сервере","https://chimitdorzhi.tech/blog/documenso-elektronnaya-podpis-2026/pin.png","CHIMITDORZHI STUDIO","","Documenso позволяет подписывать договоры и акты онлайн без пересылки бумаги и подписки на зарубежный DocuSign, а документы и данные клиентов остаются у вас. Разбираю возможности и нюансы юридической силы.","https://chimitdorzhi.tech/blog/documenso-elektronnaya-podpis-2026/","","Documenso, электронная подпись, документооборот, open-source"
"Дропшиппинг в России 2026: как заработать и что нужно технически","https://chimitdorzhi.tech/blog/dropshipping-rossiya-2026/pin.png","CHIMITDORZHI STUDIO","","Дропшиппинг позволяет продавать без своего склада, но у модели есть и подводные камни. Разбираю честно: как это работает в РФ, какая маржа и что нужно технически для старта.","https://chimitdorzhi.tech/blog/dropshipping-rossiya-2026/","","заработок, дропшиппинг, интернет-магазин, 2026"
"Duplicati: шифрованное резервное копирование в любое хранилище","https://chimitdorzhi.tech/blog/duplicati-rezervnoe-kopirovanie-2026/pin.png","CHIMITDORZHI STUDIO","","Duplicati делает автоматические шифрованные бэкапы по расписанию в любое хранилище — дешёвая страховка от потери данных. Главное — правильно настроить и проверять восстановление. Разбираю, как и от каких ошибок.","https://chimitdorzhi.tech/blog/duplicati-rezervnoe-kopirovanie-2026/","","Duplicati, резервное копирование, бэкап, open-source"
"Excalidraw: свой редактор инфографики и каруселей для соцсетей","https://chimitdorzhi.tech/blog/excalidraw-infografika-karuseli-2026/pin.png","CHIMITDORZHI STUDIO","","Excalidraw — это свой редактор каруселей, схем и инфографики на сервере: без водяных знаков и абонентки Canva, с фирменными шаблонами и данными у себя. Визуал, который собирает сохранения и репосты. Разбираю запуск.","https://chimitdorzhi.tech/blog/excalidraw-infografika-karuseli-2026/","","Excalidraw, инфографика, карусели, open-source"
"Fooocus: генерация изображений локально вместо Midjourney","https://chimitdorzhi.tech/blog/fooocus-generaciya-izobrazheniy-2026/pin.png","CHIMITDORZHI STUDIO","","Fooocus генерирует изображения по промпту локально — как Midjourney, но без подписки и с картинками у себя. Для маркетинга и контента. Разбираю требования к видеокарте и запуск.","https://chimitdorzhi.tech/blog/fooocus-generaciya-izobrazheniy-2026/","","Fooocus, генерация изображений, Midjourney, AI"
"Formbricks: формы и опросы на своём сервере вместо Typeform","https://chimitdorzhi.tech/blog/formbricks-formy-oprosy-2026/pin.png","CHIMITDORZHI STUDIO","","Formbricks собирает заявки и обратную связь через формы и опросы — как Typeform, но на вашем сервере и с данными у себя. Разбираю возможности, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/formbricks-formy-oprosy-2026/","","Formbricks, формы, опросы, open-source"
"FreeScout: служба поддержки по email (аналог Help Scout) на своём сервере","https://chimitdorzhi.tech/blog/freescout-sluzhba-podderzhki-2026/pin.png","CHIMITDORZHI STUDIO","","FreeScout превращает хаос в support@ в управляемую поддержку: письма становятся тикетами с историей по клиенту, распределяются между операторами, без подписки за оператора. На своём сервере. Разбираю запуск.","https://chimitdorzhi.tech/blog/freescout-sluzhba-podderzhki-2026/","","FreeScout, служба поддержки, helpdesk, open-source"
"Gamification Engine: движок игровых механик для продукта","https://chimitdorzhi.tech/blog/gamification-engine-dvizhok-2026/pin.png","CHIMITDORZHI STUDIO","","Gamification Engine добавляет в ваш продукт баллы, бейджи, рейтинги и достижения через API — игровые механики без разработки с нуля. Разбираю, кому подходит и что нужно для встройки.","https://chimitdorzhi.tech/blog/gamification-engine-dvizhok-2026/","","Gamification Engine, геймификация, API, open-source"
"Gitea и Forgejo: свой Git-хостинг для команды на своём сервере","https://chimitdorzhi.tech/blog/gitea-svoy-git-hosting-2026/pin.png","CHIMITDORZHI STUDIO","","Gitea — это свой Git-хостинг как GitHub, но на вашем сервере: репозитории, ревью кода, CI/CD и права доступа. Исходный код и интеллектуальная собственность компании остаются у вас. Разбираю запуск.","https://chimitdorzhi.tech/blog/gitea-svoy-git-hosting-2026/","","Gitea, Git, импортозамещение, open-source"
"GLPI: ITSM и учёт ИТ-активов на своём сервере","https://chimitdorzhi.tech/blog/glpi-itsm-uchet-aktivov-2026/pin.png","CHIMITDORZHI STUDIO","","GLPI объединяет ИТ-поддержку (заявки, SLA) и учёт техники и ПО в одной системе на своём сервере. Популярна в РФ. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/glpi-itsm-uchet-aktivov-2026/","","GLPI, ITSM, учёт активов, open-source"
"Grafana: дашборды и визуализация метрик бизнеса на своём сервере","https://chimitdorzhi.tech/blog/grafana-dashbordy-metriki-2026/pin.png","CHIMITDORZHI STUDIO","","Grafana собирает ключевые показатели бизнеса — продажи, заявки, нагрузку, остатки — на один дашборд в реальном времени, вместо ручных отчётов в Excel. Данные у себя. Разбираю возможности и запуск.","https://chimitdorzhi.tech/blog/grafana-dashbordy-metriki-2026/","","Grafana, дашборды, аналитика, open-source"
"Habitica: геймификация задач и мотивации команды на своём сервере","https://chimitdorzhi.tech/blog/habitica-geymifikaciya-zadach-2026/pin.png","CHIMITDORZHI STUDIO","","Habitica превращает задачи и привычки в игру: опыт, уровни, награды и командные квесты — для мотивации команды или личной продуктивности, на вашем сервере. Разбираю возможности и запуск.","https://chimitdorzhi.tech/blog/habitica-geymifikaciya-zadach-2026/","","Habitica, геймификация, мотивация, open-source"
"Hermes-agent: персональный AI-агент на своём сервере","https://chimitdorzhi.tech/blog/hermes-agent-ai-assistent-na-servere-2026/pin.png","CHIMITDORZHI STUDIO","","Hermes-agent — это персональный AI-агент на вашем сервере, который помнит контекст, создаёт навыки и выполняет задачи через мессенджеры. Честно: передовое и требует сопровождения. Разбираю, кому подходит.","https://chimitdorzhi.tech/blog/hermes-agent-ai-assistent-na-servere-2026/","","Hermes-agent, AI-агент, автоматизация, open-source"
"Home Assistant: умный офис и здание на своём сервере","https://chimitdorzhi.tech/blog/home-assistant-umnyy-ofis-2026/pin.png","CHIMITDORZHI STUDIO","","Home Assistant объединяет устройства офиса или здания в одну систему со сценариями автоматизации — локально, без облака. Экономия энергии, безопасность, удобство. Разбираю бизнес-применение и запуск.","https://chimitdorzhi.tech/blog/home-assistant-umnyy-ofis-2026/","","Home Assistant, умный офис, IoT, open-source"
"Immich: свой фотоархив на сервере под ключ","https://chimitdorzhi.tech/blog/immich-fotoarhiv-2026/pin.png","CHIMITDORZHI STUDIO","","Immich хранит большой архив фото и видео на вашем сервере — как Google Photos, но без подписки за объём и с данными у себя. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/immich-fotoarhiv-2026/","","Immich, фотоархив, Google Photos, open-source"
"InvenTree: складской учёт и управление запасами на своём сервере","https://chimitdorzhi.tech/blog/inventree-skladskoy-uchet-2026/pin.png","CHIMITDORZHI STUDIO","","InvenTree наводит порядок на складе: остатки, поставщики, штрихкоды и закупки в одной системе на вашем сервере. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/inventree-skladskoy-uchet-2026/","","InvenTree, складской учёт, запасы, open-source"
"Jellyfin: своя медиатека и ТВ для заведения на своём сервере","https://chimitdorzhi.tech/blog/jellyfin-svoya-mediateka-2026/pin.png","CHIMITDORZHI STUDIO","","Jellyfin превращает ваш сервер в медиатеку для заведения: видео, музыка и фото на экранах кафе, фитнеса или отеля — свой контент без подписок и рекламы стримингов. Разбираю, что нужно для запуска.","https://chimitdorzhi.tech/blog/jellyfin-svoya-mediateka-2026/","","Jellyfin, медиатека, HoReCa, open-source"
"Каталог open-source решений для бизнеса: что развернуть на своём сервере","https://chimitdorzhi.tech/blog/katalog-open-source-resheniy-dlya-biznesa-2026/pin.png","CHIMITDORZHI STUDIO","","Полный каталог open-source решений, которые заменяют дорогие облачные сервисы и возвращают данные под ваш контроль: CRM, аналитика, документы, почта, безопасность, магазины, AI. Сгруппировано по задачам, каждое разворачиваю под ключ.","https://chimitdorzhi.tech/blog/katalog-open-source-resheniy-dlya-biznesa-2026/","","open-source, каталог, self-hosted, импортозамещение, 2026"
"Keycloak: единый вход (SSO) для сотрудников на своём сервере","https://chimitdorzhi.tech/blog/keycloak-edinyy-vhod-sso-2026/pin.png","CHIMITDORZHI STUDIO","","Keycloak даёт сотрудникам один безопасный логин ко всем корпоративным системам с двухфакторной аутентификацией — централизованный контроль доступа на своём сервере. Разбираю внедрение.","https://chimitdorzhi.tech/blog/keycloak-edinyy-vhod-sso-2026/","","Keycloak, SSO, безопасность, open-source"
"LibreTranslate: свой переводчик на своём сервере вместо Google","https://chimitdorzhi.tech/blog/libretranslate-svoy-perevodchik-2026/pin.png","CHIMITDORZHI STUDIO","","LibreTranslate переводит текст на вашем сервере — через веб и API, без отправки конфиденциальных текстов в чужие облака. Разбираю возможности, ограничения и что нужно для запуска.","https://chimitdorzhi.tech/blog/libretranslate-svoy-perevodchik-2026/","","LibreTranslate, переводчик, 152-ФЗ, open-source"
"LinkStack: мультиссылка на своём домене вместо Taplink","https://chimitdorzhi.tech/blog/linkstack-multissylka-2026/pin.png","CHIMITDORZHI STUDIO","","LinkStack собирает все ваши контакты, соцсети и каталог в одну страницу на своём домене — как Taplink, но без подписки и чужого бренда в адресе. Идеально для сетевика и эксперта. Разбираю запуск.","https://chimitdorzhi.tech/blog/linkstack-multissylka-2026/","","LinkStack, мультиссылка, link-in-bio, open-source"
"Matomo: веб-аналитика, полный аналог Google Analytics на своём сервере","https://chimitdorzhi.tech/blog/matomo-veb-analitika-2026/pin.png","CHIMITDORZHI STUDIO","","Matomo — это полноценная аналитика сайта на своём сервере: источники, цели, карты кликов — как Google Analytics, но с данными у себя и без слежки Google. Разбираю возможности и запуск.","https://chimitdorzhi.tech/blog/matomo-veb-analitika-2026/","","Matomo, веб-аналитика, Google Analytics, open-source"
"Matrix и Element: защищённый корпоративный мессенджер на своём сервере","https://chimitdorzhi.tech/blog/matrix-element-korporativnyy-messenger-2026/pin.png","CHIMITDORZHI STUDIO","","Matrix с клиентом Element — это корпоративный мессенджер с шифрованием на вашем сервере: общение команды без зависимости от чужих сервисов и с данными у себя. Разбираю, кому это нужно и что требуется для запуска.","https://chimitdorzhi.tech/blog/matrix-element-korporativnyy-messenger-2026/","","Matrix, Element, мессенджер, open-source"
"Mayan EDMS: управление документами предприятия на своём сервере","https://chimitdorzhi.tech/blog/mayan-edms-upravlenie-dokumentami-2026/pin.png","CHIMITDORZHI STUDIO","","Mayan EDMS — это корпоративный документооборот на своём сервере: версии, метаданные, маршруты согласования, права и OCR-поиск. Мощнее простого архива. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/mayan-edms-upravlenie-dokumentami-2026/","","Mayan EDMS, документооборот, DMS, open-source"
"Mealie: управление рецептами и меню на своём сервере","https://chimitdorzhi.tech/blog/mealie-recepty-menyu-2026/pin.png","CHIMITDORZHI STUDIO","","Mealie держит базу рецептов, планы меню и списки закупок на вашем сервере — удобно и дома, и для общепита, где важна стандартизация блюд и расчёт продуктов. Разбираю возможности и запуск.","https://chimitdorzhi.tech/blog/mealie-recepty-menyu-2026/","","Mealie, рецепты, меню, open-source"
"Medusa: headless интернет-магазин без комиссий на своём сервере","https://chimitdorzhi.tech/blog/medusa-headless-magazin-2026/pin.png","CHIMITDORZHI STUDIO","","Medusa — это магазин без комиссий с продаж и полной кастомизацией: headless-движок под нестандартные витрины и интеграции. Разбираю, кому подходит и что нужно для запуска.","https://chimitdorzhi.tech/blog/medusa-headless-magazin-2026/","","Medusa, интернет-магазин, headless, open-source"
"Meilisearch: быстрый поиск для сайта и каталога на своём сервере","https://chimitdorzhi.tech/blog/meilisearch-poisk-dlya-sayta-2026/pin.png","CHIMITDORZHI STUDIO","","Meilisearch делает на сайте мгновенный умный поиск с учётом опечаток и фильтрами — как Algolia, но на вашем сервере и без подписки. Особенно полезно магазинам. Разбираю внедрение.","https://chimitdorzhi.tech/blog/meilisearch-poisk-dlya-sayta-2026/","","Meilisearch, поиск, Algolia, open-source"
"Mixpost: командный SMM-центр и автопостинг во все соцсети на своём сервере","https://chimitdorzhi.tech/blog/mixpost-smm-tsentr-2026/pin.png","CHIMITDORZHI STUDIO","","Mixpost — это свой SMM-центр: планирование и автопостинг во все соцсети из одного окна, командная работа и аналитика, на вашем сервере и без подписок за каждого специалиста. Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/mixpost-smm-tsentr-2026/","","Mixpost, SMM, автопостинг, open-source"
"MoneyPrinterTurbo: авто-генерация коротких видео на своём сервере","https://chimitdorzhi.tech/blog/moneyprinterturbo-ai-video-2026/pin.png","CHIMITDORZHI STUDIO","","MoneyPrinterTurbo собирает черновики коротких роликов из темы: сценарий, видеоряд, субтитры, музыка. Честно: это ускоритель производства, а не «станок для денег». Разбираю, кому подходит и что нужно.","https://chimitdorzhi.tech/blog/moneyprinterturbo-ai-video-2026/","","MoneyPrinterTurbo, AI-видео, контент, open-source"
